INFORMAÇÕES DE SAÚDE
DATASUS  Tecnologia da Informação a Serviço do SUS
AJUDA
NOTAS TÉCNICAS
DATASUS
PROCEDIMENTOS HOSPITALARES DO SUS - POR GESTOR - MATO GROSSO
AIH aprovadas, Valor total, Dias permanência, Óbitos, Taxa mortalidade segundo Procedimento
Estabelecimento: 2311682 HOSPITAL SANTA HELENA
Período: Ago/2017
Procedimento AIH aprovadas Valor total Dias permanência Óbitos Taxa mortalidade
Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)

Notas:
Situação da base de dados nacional em 29/04/2016.
Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
Consulte o site da Secretaria Estadual de Saúde para mais informações.
  TOTAL 1.114 1.260.862,89 3.648 26 2,33
0209040033 TRAQUEOSCOPIA 3 1.409,19 12 - -
0301060088 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA 2 185,88 2 1 50,00
0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS 4 2.551,50 40 1 25,00
0303010126 TRATAMENTO DE INFECCOES DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL (A50 A A64) 4 1.347,08 39 - -
0303030038 TRATAMENTO DE DIABETES MELLITUS 4 7.287,60 37 1 25,00
0303040157 TRATAMENTO DE COMPLICACOES DA HIDROCEFALIA 1 394,35 5 - -
0303040165 TRATAMENTO DE CRISES EPILETICAS NAO CONTROLADAS 1 234,27 3 - -
0303060107 TRATAMENTO DE CRISE HIPERTENSIVA 2 618,63 9 - -
0303060131 TRATAMENTO DE EDEMA AGUDO DE PULMAO 1 5.915,01 14 - -
0303060212 TRATAMENTO DE INSUFICIENCIA CARDIACA 23 34.603,68 189 2 8,70
0303060280 TRATAMENTO DE SINDROME CORONARIANA AGUDA 1 1.345,09 18 - -
0303070102 TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO 2 3.685,18 11 - -
0303070110 TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO 1 402,24 4 - -
0303070129 TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS 2 1.245,12 34 - -
0303100010 TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO 19 4.153,10 46 - -
0303100044 TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ 69 10.125,93 247 - -
0303110040 TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO 1 10.615,21 22 - -
0303140046 TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES 18 32.745,80 169 5 27,78
0303140135 TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO 12 64.032,50 181 2 16,67
