INFORMAÇÕES DE SAÚDE
DATASUS  Tecnologia da Informação a Serviço do SUS
AJUDA
NOTAS TÉCNICAS
DATASUS
PROCEDIMENTOS HOSPITALARES DO SUS - POR GESTOR - MATO GROSSO
AIH aprovadas, Valor total, Dias permanência, Óbitos, Taxa mortalidade segundo Procedimento
Estabelecimento: 2311682 HOSPITAL SANTA HELENA
Período: Mai/2018
Procedimento AIH aprovadas Valor total Dias permanência Óbitos Taxa mortalidade
Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)

Notas:
Situação da base de dados nacional em 29/04/2016.
Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
Consulte o site da Secretaria Estadual de Saúde para mais informações.
  TOTAL 1.034 1.094.985,69 3.725 22 2,13
0303010037 TRATAMENTO DE OUTRAS DOENCAS BACTERIANAS 1 1.837,10 16 1 100,00
0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS 1 519,53 7 - -
0303010126 TRATAMENTO DE INFECCOES DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL (A50 A A64) 6 2.008,62 57 - -
0303020059 TRATAMENTO DE ANEMIAS NUTRICIONAIS 1 233,85 2 - -
0303030020 TRATAMENTO DE DESNUTRICAO 2 1.167,90 11 - -
0303030038 TRATAMENTO DE DIABETES MELLITUS 1 373,50 1 1 100,00
0303030046 TRATAMENTO DE DISTURBIOS METABOLICOS 1 139,42 2 - -
0303040149 TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO) 4 3.578,25 42 - -
0303060190 TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO 1 1.753,28 39 - -
0303060212 TRATAMENTO DE INSUFICIENCIA CARDIACA 31 57.895,44 269 5 16,13
0303060298 TRATAMENTO DE TROMBOSE VENOSA PROFUNDA 1 1.023,62 22 - -
0303070064 TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO 1 356,69 4 - -
0303070072 TRATAMENTO DE DOENCAS DO FIGADO 2 1.237,92 21 - -
0303070102 TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO 1 439,76 4 - -
0303070129 TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS 5 3.161,21 66 - -
0303080078 TRATAMENTO DE ESTREPTOCOCCIAS 2 1.048,38 21 - -
0303100010 TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO 18 3.108,04 82 - -
0303100044 TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ 51 7.189,56 182 - -
