INFORMAÇÕES DE SAÚDE
DATASUS  Tecnologia da Informação a Serviço do SUS
AJUDA
NOTAS TÉCNICAS
DATASUS
PROCEDIMENTOS HOSPITALARES DO SUS - POR GESTOR - MATO GROSSO
AIH aprovadas, Valor total, Dias permanência, Óbitos, Taxa mortalidade segundo Procedimento
Estabelecimento: 2311682 HOSPITAL SANTA HELENA
Período: Fev/2014
Procedimento AIH aprovadas Valor total Dias permanência Óbitos Taxa mortalidade
Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)

Notas:
Situação da base de dados nacional em 29/04/2016.
Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
Consulte o site da Secretaria Estadual de Saúde para mais informações.
  TOTAL 1.067 940.729,14 3.925 21 1,97
0209040033 TRAQUEOSCOPIA 1 433,41 4 - -
0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS 12 5.211,83 68 1 8,33
0303010134 TRATAMENTO DE INFECCOES VIRAIS CARACTERIZADAS POR LESOES DE PELE E MUCOSAS (B00 A B09) 2 348,84 5 - -
0303020059 TRATAMENTO DE ANEMIAS NUTRICIONAIS 1 361,26 2 1 100,00
0303030020 TRATAMENTO DE DESNUTRICAO 1 3.070,06 80 - -
0303030038 TRATAMENTO DE DIABETES MELLITUS 7 8.649,84 35 1 14,29
0303040084 TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU LEVE) 1 359,60 5 - -
0303040149 TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO) 6 9.010,60 46 1 16,67
0303040165 TRATAMENTO DE CRISES EPILETICAS NAO CONTROLADAS 1 218,27 1 - -
0303060107 TRATAMENTO DE CRISE HIPERTENSIVA 3 777,64 15 - -
0303060140 TRATAMENTO DE EMBOLIA PULMONAR 1 658,83 12 - -
0303060212 TRATAMENTO DE INSUFICIENCIA CARDIACA 43 78.286,47 398 7 16,28
0303060280 TRATAMENTO DE SINDROME CORONARIANA AGUDA 4 1.538,75 16 - -
0303070072 TRATAMENTO DE DOENCAS DO FIGADO 1 422,74 2 - -
