INFORMAÇÕES DE SAÚDE
DATASUS  Tecnologia da Informação a Serviço do SUS
AJUDA
NOTAS TÉCNICAS
DATASUS
PROCEDIMENTOS HOSPITALARES DO SUS - POR GESTOR - MATO GROSSO
AIH aprovadas, Valor total, Dias permanência, Óbitos, Taxa mortalidade segundo Procedimento
Estabelecimento: 2311682 HOSPITAL SANTA HELENA
Período: Jan/2008
Procedimento AIH aprovadas Valor total Dias permanência Óbitos Taxa mortalidade
Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)

Notas:
Situação da base de dados nacional em 29/04/2016.
Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
Consulte o site da Secretaria Estadual de Saúde para mais informações.
  TOTAL 824 464.607,28 2.448 26 3,16
0301060010 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA PEDIATRICA 6 728,81 7 - -
0301060088 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA 3 152,66 2 - -
0303010010 TRATAMENTO DE DENGUE CLASSICA 6 1.831,22 25 - -
0303010053 TRATAMENTO DE OUTRAS DOENCAS DEVIDAS A PROTOZOARIOS (B55 A B64) 1 1.585,22 10 - -
0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS 27 8.625,02 86 - -
0303010118 TRATAMENTO DE HEPATITES VIRAIS 2 2.794,32 17 2 100,00
0303020059 TRATAMENTO DE ANEMIAS NUTRICIONAIS 3 823,44 18 - -
0303030020 TRATAMENTO DE DESNUTRICAO 1 429,69 2 - -
0303030038 TRATAMENTO DE DIABETES MELLITUS 13 4.874,75 67 1 7,69
0303030046 TRATAMENTO DE DISTURBIOS METABOLICOS 3 961,06 31 - -
0303030054 TRATAMENTO DE TRANSTORNOS DA GLANDULA TIREOIDE 2 401,48 9 - -
0303040149 TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO) 5 5.066,92 46 1 20,00
0303040165 TRATAMENTO DE CRISES EPILETICAS NAO CONTROLADAS 1 1.245,53 9 1 100,00
0303060026 TRATAMENTO DE ARRITMIAS 2 407,36 6 - -
0303060107 TRATAMENTO DE CRISE HIPERTENSIVA 12 5.277,64 64 1 8,33
0303060174 TRATAMENTO DE HIPERTENSAO PULMONAR 1 466,16 2 - -
0303060182 TRATAMENTO DE HIPERTENSAO SECUNDARIA 2 584,72 10 - -
0303060190 TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO 4 5.796,04 19 1 25,00
0303060212 TRATAMENTO DE INSUFICIENCIA CARDIACA 57 50.060,06 418 3 5,26
0303060280 TRATAMENTO DE SINDROME CORONARIANA AGUDA 4 2.687,58 32 - -
