INFORMAÇÕES DE SAÚDE
DATASUS  Tecnologia da Informação a Serviço do SUS
AJUDA
NOTAS TÉCNICAS
DATASUS
PROCEDIMENTOS HOSPITALARES DO SUS - POR GESTOR - MATO GROSSO
AIH aprovadas, Valor total, Dias permanência, Óbitos, Taxa mortalidade segundo Procedimento
Estabelecimento: 2311682 HOSPITAL SANTA HELENA
Período: Mar/2010
Procedimento AIH aprovadas Valor total Dias permanência Óbitos Taxa mortalidade
Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)

Notas:
Situação da base de dados nacional em 29/04/2016.
Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
Consulte o site da Secretaria Estadual de Saúde para mais informações.
  TOTAL 1.105 906.698,29 3.341 27 2,44
0301060010 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA PEDIATRICA 1 111,27 8 - -
0301060070 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA 1 78,33 2 - -
0301060088 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA 1 52,22 1 - -
0303010010 TRATAMENTO DE DENGUE CLASSICA 11 5.254,06 47 - -
0303010037 TRATAMENTO DE OUTRAS DOENCAS BACTERIANAS 3 10.441,64 18 2 66,67
0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS 12 4.247,09 44 - -
0303010150 TRATAMENTO DE MALARIA 1 229,21 2 - -
0303020059 TRATAMENTO DE ANEMIAS NUTRICIONAIS 1 308,91 5 - -
0303030038 TRATAMENTO DE DIABETES MELLITUS 10 4.338,24 58 - -
0303030046 TRATAMENTO DE DISTURBIOS METABOLICOS 13 2.307,97 51 - -
0303040149 TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO) 4 2.452,29 38 - -
0303060018 TRATAMENTO DE ANEURISMA DA AORTA 1 2.648,98 23 - -
0303060026 TRATAMENTO DE ARRITMIAS 1 219,65 - - -
0303060107 TRATAMENTO DE CRISE HIPERTENSIVA 3 569,01 10 - -
0303060123 TRATAMENTO DE DOENCA REUMATICA S/ CARDITE 1 187,44 5 - -
0303060182 TRATAMENTO DE HIPERTENSAO SECUNDARIA 1 196,34 3 - -
0303060190 TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO 2 1.035,04 6 - -
