INFORMAÇÕES DE SAÚDE
DATASUS  Tecnologia da Informação a Serviço do SUS
AJUDA
NOTAS TÉCNICAS
DATASUS
PROCEDIMENTOS HOSPITALARES DO SUS - POR GESTOR - MATO GROSSO
AIH aprovadas, Internações, Valor total, Valor serviços hospitalares, Val serv hosp - compl federal, Val serv hosp - compl gestor, Valor serviços profissionais, Val serv prof - compl federal, Val serv prof - compl gestor, Valor médio AIH, Valor médio intern, Dias permanência, Média permanência, Óbitos, Taxa mortalidade segundo Procedimento
Estabelecimento: 2311682 HOSPITAL SANTA HELENA
Período: Set/2017
Procedimento AIH aprovadas Internações Valor total Valor serviços hospitalares Val serv hosp - compl federal Val serv hosp - compl gestor Valor serviços profissionais Val serv prof - compl federal Val serv prof - compl gestor Valor médio AIH Valor médio intern Dias permanência Média permanência Óbitos Taxa mortalidade
Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)
Notas:
Situação da base de dados nacional em 29/04/2016.
Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
Consulte o site da Secretaria Estadual de Saúde para mais informações.
  TOTAL 1.096 1.096 1.127.101,84 812.512,07 - - 314.589,77 - - 1.028,38 1.028,38 3.600 3,3 24 2,19
0209040033 TRAQUEOSCOPIA 1 1 700,19 449,19 - - 251,00 - - 700,19 700,19 12 12,0 - -
0303010037 TRATAMENTO DE OUTRAS DOENCAS BACTERIANAS 4 4 11.329,60 10.008,57 - - 1.321,03 - - 2.832,40 2.832,40 28 7,0 1 25,00
0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS 1 1 429,52 390,02 - - 39,50 - - 429,52 429,52 2 2,0 - -
0303010126 TRATAMENTO DE INFECCOES DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL (A50 A A64) 3 3 944,31 801,12 - - 143,19 - - 314,77 314,77 21 7,0 - -
0303020032 TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS 1 1 813,31 773,66 - - 39,65 - - 813,31 813,31 7 7,0 - -
0303030038 TRATAMENTO DE DIABETES MELLITUS 5 5 2.235,46 1.977,67 - - 257,79 - - 447,09 447,09 25 5,0 - -
0303040149 TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO) 5 5 10.192,32 8.921,22 - - 1.271,10 - - 2.038,46 2.038,46 37 7,4 2 40,00
0303060107 TRATAMENTO DE CRISE HIPERTENSIVA 1 1 1.964,77 1.707,89 - - 256,88 - - 1.964,77 1.964,77 12 12,0 - -
0303060212 TRATAMENTO DE INSUFICIENCIA CARDIACA 21 21 29.843,96 27.446,65 - - 2.397,31 - - 1.421,14 1.421,14 118 5,6 2 9,52
0303100010 TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO 11 11 2.041,87 1.795,36 - - 246,51 - - 185,62 185,62 35 3,2 - -
0303100044 TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ 64 64 9.240,00 7.592,41 - - 1.647,59 - - 144,38 144,38 241 3,8 - -
0303110040 TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO 1 1 1.390,42 1.342,78 - - 47,64 - - 1.390,42 1.390,42 20 20,0 1 100,00
0303140046 TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES 14 14 24.855,53 22.485,44 - - 2.370,09 - - 1.775,39 1.775,39 154 11,0 2 14,29
0303140135 TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO 19 19 77.764,48 68.188,48 - - 9.576,00 - - 4.092,87 4.092,87 240 12,6 3 15,79
0303140151 TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE) 5 5 4.111,67 3.652,12 - - 459,55 - - 822,33 822,33 28 5,6 1 20,00
0303160039 TRATAMENTO DE OUTROS TRANSTORNOS ORIGINADOS NO PERIODO PERINATAL 6 6 1.927,43 1.694,69 - - 232,74 - - 321,24 321,24 21 3,5 - -
0303160047 TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO 8 8 3.849,38 3.335,66 - - 513,72 - - 481,17 481,17 32 4,0 - -
0303160055 TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL 12 12 71.951,87 62.672,75 - - 9.279,12 - - 5.995,99 5.995,99 180 15,0 - -
0303160063 TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL 7 7 44.461,37 39.446,19 - - 5.015,18 - - 6.351,62 6.351,62 153 21,9 5 71,43
0305020013 TRATAMENTO DA PIELONEFRITE 1 1 343,13 315,19 - - 27,94 - - 343,13 343,13 3 3,0 - -
0305020021 TRATAMENTO DE CALCULOSE RENAL 1 1 188,67 161,90 - - 26,77 - - 188,67 188,67 2 2,0 - -
0305020048 TRATAMENTO DE INSUFICIENCIA RENAL AGUDA 1 1 2.388,26 2.342,91 - - 45,35 - - 2.388,26 2.388,26 16 16,0 - -
0305020056 TRATAMENTO DA DOENCA RENAL CRONICA - DRC 3 3 7.923,02 7.095,05 - - 827,97 - - 2.641,01 2.641,01 23 7,7 1 33,33
0308010019 TRATAMENTO CLINICO/CONSERVADOR DE TRAUMATISMOS DE QUALQUER LOCALIZACAO 1 1 3.049,75 2.681,54 - - 368,21 - - 3.049,75 3.049,75 5 5,0 - -
0308020022 TRATAMENTO DE EFEITOS DO CONTATO C/ ANIMAIS E PLANTAS VENENOSOS 1 1 242,23 213,02 - - 29,21 - - 242,23 242,23 4 4,0 - -
0308040015 TRATAMENTO DE COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU CLINICOS 9 9 3.811,46 3.425,06 - - 386,40 - - 423,50 423,50 85 9,4 - -
0310010039 PARTO NORMAL 410 410 259.660,04 132.062,11 - - 127.597,93 - - 633,32 633,32 669 1,6 - -
0310010047 PARTO NORMAL EM GESTACAO DE ALTO RISCO 24 24 18.578,64 9.846,84 - - 8.731,80 - - 774,11 774,11 50 2,1 - -
0406020124 EMBOLECTOMIA ARTERIAL 2 2 3.253,90 2.483,08 - - 770,82 - - 1.626,95 1.626,95 2 1,0 - -
0406020566 TRATAMENTO CIRURGICO DE VARIZES (BILATERAL) 4 4 2.344,16 742,56 - - 1.601,60 - - 586,04 586,04 4 1,0 - -
0406030014 ANGIOPLASTIA CORONARIANA 1 1 3.076,22 2.421,18 - - 655,04 - - 3.076,22 3.076,22 2 2,0 - -
0406030022 ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS 2 2 19.640,18 17.801,10 - - 1.839,08 - - 9.820,09 9.820,09 8 4,0 1 50,00
0406030030 ANGIOPLASTIA CORONARIANA COM IMPLANTE DE STENT 5 5 27.278,82 24.071,42 - - 3.207,40 - - 5.455,76 5.455,76 84 16,8 - -
0406040052 ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT) 1 1 5.434,44 5.035,08 - - 399,36 - - 5.434,44 5.434,44 17 17,0 1 100,00
