INFORMAÇÕES DE SAÚDE
DATASUS  Tecnologia da Informação a Serviço do SUS
AJUDA
NOTAS TÉCNICAS
DATASUS
PROCEDIMENTOS HOSPITALARES DO SUS - POR GESTOR - MATO GROSSO
AIH aprovadas, Valor total, Dias permanência, Óbitos, Taxa mortalidade segundo Procedimento
Estabelecimento: 2311682 HOSPITAL SANTA HELENA
Período: Set/2013
Procedimento AIH aprovadas Valor total Dias permanência Óbitos Taxa mortalidade
Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)

Notas:
Situação da base de dados nacional em 29/04/2016.
Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
Consulte o site da Secretaria Estadual de Saúde para mais informações.
  TOTAL 1.077 946.031,85 3.650 23 2,14
0209040033 TRAQUEOSCOPIA 1 468,95 8 - -
0303010037 TRATAMENTO DE OUTRAS DOENCAS BACTERIANAS 3 8.244,27 71 1 33,33
0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS 5 2.909,89 38 - -
0303010126 TRATAMENTO DE INFECCOES DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL (A50 A A64) 1 306,77 6 - -
0303020059 TRATAMENTO DE ANEMIAS NUTRICIONAIS 1 710,69 6 - -
0303020083 TRATAMENTO DE OUTRAS DOENCAS DO SANGUE E DOS ORGAOS HEMATOPOIETICOS 1 7.234,43 10 - -
0303030038 TRATAMENTO DE DIABETES MELLITUS 5 2.563,12 39 - -
0303030046 TRATAMENTO DE DISTURBIOS METABOLICOS 1 155,42 2 - -
0303040149 TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO) 2 1.121,20 6 - -
0303060107 TRATAMENTO DE CRISE HIPERTENSIVA 1 693,79 1 - -
0303060212 TRATAMENTO DE INSUFICIENCIA CARDIACA 34 40.784,58 267 3 8,82
0303060239 TRATAMENTO DE MIOCARDIOPATIAS 1 397,59 10 - -
