INFORMAÇÕES DE SAÚDE
DATASUS  Tecnologia da Informação a Serviço do SUS
AJUDA
NOTAS TÉCNICAS
DATASUS
PROCEDIMENTOS HOSPITALARES DO SUS - POR GESTOR - MATO GROSSO
AIH aprovadas, Valor total, Dias permanência, Óbitos, Taxa mortalidade segundo Procedimento
Estabelecimento: 2311682 HOSPITAL SANTA HELENA
Período: Nov/2014
Procedimento AIH aprovadas Valor total Dias permanência Óbitos Taxa mortalidade
Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)

Notas:
Situação da base de dados nacional em 29/04/2016.
Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
Consulte o site da Secretaria Estadual de Saúde para mais informações.
  TOTAL 1.055 1.018.317,27 3.608 20 1,90
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA) 1 124,33 2 - -
0303010037 TRATAMENTO DE OUTRAS DOENCAS BACTERIANAS 1 1.259,10 13 - -
0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS 4 4.599,61 38 - -
0303010126 TRATAMENTO DE INFECCOES DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL (A50 A A64) 3 1.000,31 28 - -
0303030038 TRATAMENTO DE DIABETES MELLITUS 3 6.992,84 28 - -
0303030046 TRATAMENTO DE DISTURBIOS METABOLICOS 2 1.853,63 5 1 50,00
0303040149 TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO) 7 8.945,55 36 2 28,57
0303040157 TRATAMENTO DE COMPLICACOES DA HIDROCEFALIA 1 15.488,16 37 - -
0303060026 TRATAMENTO DE ARRITMIAS 1 259,59 4 - -
0303060123 TRATAMENTO DE DOENCA REUMATICA S/ CARDITE 1 3.842,79 30 1 100,00
