INFORMAÇÕES DE SAÚDE
DATASUS  Tecnologia da Informação a Serviço do SUS
AJUDA
NOTAS TÉCNICAS
DATASUS
PROCEDIMENTOS HOSPITALARES DO SUS - POR GESTOR - MATO GROSSO
AIH aprovadas, Valor total, Dias permanência, Óbitos, Taxa mortalidade segundo Procedimento
Estabelecimento: 2311682 HOSPITAL SANTA HELENA
Período: Jun/2018
Procedimento AIH aprovadas Valor total Dias permanência Óbitos Taxa mortalidade
Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)

Notas:
Situação da base de dados nacional em 29/04/2016.
Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
Consulte o site da Secretaria Estadual de Saúde para mais informações.
  TOTAL 1.033 1.051.694,69 3.604 26 2,52
0303010037 TRATAMENTO DE OUTRAS DOENCAS BACTERIANAS 1 3.830,41 19 - -
0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS 3 1.363,31 17 - -
0303010070 TRATAMENTO DE FEBRES POR ARBOVIRUS E FEBRES HEMORRAGICAS VIRAIS 1 289,25 8 - -
0303010126 TRATAMENTO DE INFECCOES DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL (A50 A A64) 3 3.140,21 32 - -
0303030020 TRATAMENTO DE DESNUTRICAO 1 3.916,01 25 - -
0303030038 TRATAMENTO DE DIABETES MELLITUS 2 2.574,39 30 1 50,00
0303040149 TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO) 7 5.376,09 28 1 14,29
0303060107 TRATAMENTO DE CRISE HIPERTENSIVA 4 1.522,20 11 1 25,00
