INFORMAÇÕES DE SAÚDE
DATASUS  Tecnologia da Informação a Serviço do SUS
AJUDA
NOTAS TÉCNICAS
DATASUS
PROCEDIMENTOS HOSPITALARES DO SUS - POR GESTOR - MATO GROSSO
AIH aprovadas, Valor total, Dias permanência, Óbitos, Taxa mortalidade segundo Procedimento
Estabelecimento: 2311682 HOSPITAL SANTA HELENA
Período: Nov/2009
Procedimento AIH aprovadas Valor total Dias permanência Óbitos Taxa mortalidade
Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)

Notas:
Situação da base de dados nacional em 29/04/2016.
Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
Consulte o site da Secretaria Estadual de Saúde para mais informações.
  TOTAL 983 783.045,90 3.256 30 3,05
0301060070 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA 1 80,32 3 - -
0301060088 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA 1 44,22 - - -
0303010010 TRATAMENTO DE DENGUE CLASSICA 3 935,28 12 - -
0303010029 TRATAMENTO DE DENGUE HEMORRAGICA 1 289,17 2 - -
0303010037 TRATAMENTO DE OUTRAS DOENCAS BACTERIANAS 5 9.006,95 47 3 60,00
0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS 14 5.173,66 57 - -
0303020059 TRATAMENTO DE ANEMIAS NUTRICIONAIS 1 300,71 2 - -
0303030020 TRATAMENTO DE DESNUTRICAO 2 1.131,67 19 - -
0303030038 TRATAMENTO DE DIABETES MELLITUS 10 5.094,73 69 - -
0303030046 TRATAMENTO DE DISTURBIOS METABOLICOS 9 1.664,62 33 - -
0303040149 TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO) 3 2.765,08 48 1 33,33
0303040165 TRATAMENTO DE CRISES EPILETICAS NAO CONTROLADAS 2 1.113,48 32 - -
