INFORMAÇÕES DE SAÚDE
DATASUS  Tecnologia da Informação a Serviço do SUS
AJUDA
NOTAS TÉCNICAS
DATASUS
PROCEDIMENTOS HOSPITALARES DO SUS - POR GESTOR - MATO GROSSO
AIH aprovadas, Valor total, Dias permanência, Óbitos, Taxa mortalidade segundo Procedimento
Estabelecimento: 2311682 HOSPITAL SANTA HELENA
Período: Ago/2009
Procedimento AIH aprovadas Valor total Dias permanência Óbitos Taxa mortalidade
Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)

Notas:
Situação da base de dados nacional em 29/04/2016.
Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
Consulte o site da Secretaria Estadual de Saúde para mais informações.
  TOTAL 955 780.570,84 3.264 30 3,14
0301060010 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA PEDIATRICA 4 229,08 6 - -
0301060070 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA 2 184,69 2 - -
0301060088 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA 2 112,64 - - -
0303010037 TRATAMENTO DE OUTRAS DOENCAS BACTERIANAS 5 10.628,19 52 4 80,00
0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS 14 5.377,45 61 - -
0303010118 TRATAMENTO DE HEPATITES VIRAIS 2 450,48 18 - -
0303010126 TRATAMENTO DE INFECCOES DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL (A50 A A64) 1 314,77 7 - -
0303020059 TRATAMENTO DE ANEMIAS NUTRICIONAIS 1 434,59 4 - -
0303030020 TRATAMENTO DE DESNUTRICAO 4 1.983,93 19 1 25,00
0303030038 TRATAMENTO DE DIABETES MELLITUS 18 8.685,18 79 2 11,11
0303030046 TRATAMENTO DE DISTURBIOS METABOLICOS 7 1.942,05 43 1 14,29
0303040149 TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO) 1 5.362,49 14 1 100,00
0303040165 TRATAMENTO DE CRISES EPILETICAS NAO CONTROLADAS 1 407,64 19 - -
0303040220 TRATAMENTO DE ESCLEROSE GENERALIZADA PROGRESSIVA 1 190,84 2 - -
0303060026 TRATAMENTO DE ARRITMIAS 5 1.186,19 16 - -
0303060107 TRATAMENTO DE CRISE HIPERTENSIVA 10 3.220,12 76 - -
0303060182 TRATAMENTO DE HIPERTENSAO SECUNDARIA 1 6.872,24 18 1 100,00
0303060190 TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO 2 8.901,82 35 - -
0303060212 TRATAMENTO DE INSUFICIENCIA CARDIACA 29 32.028,08 220 4 13,79
0303060247 TRATAMENTO DE OUTRAS VASCULOPATIAS 1 8.623,02 32 1 100,00
0303060280 TRATAMENTO DE SINDROME CORONARIANA AGUDA 3 980,29 22 - -
0303060298 TRATAMENTO DE TROMBOSE VENOSA PROFUNDA 1 873,22 27 - -
0303070064 TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO 7 2.192,40 22 1 14,29
0303070072 TRATAMENTO DE DOENCAS DO FIGADO 1 464,55 3 - -
0303070099 TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS 1 3.524,88 23 - -
0303070102 TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO 7 13.559,45 60 2 28,57
0303070129 TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS 3 1.035,72 18 - -
0303080060 TRATAMENTO DE ESTAFILOCOCCIAS 2 663,25 14 - -
0303080078 TRATAMENTO DE ESTREPTOCOCCIAS 10 3.200,88 32 - -
0303090316 TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS 1 241,56 7 - -
0303100010 TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO 2 308,60 2 - -
0303100044 TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ 54 6.367,29 104 - -
0303140046 TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES 14 10.944,51 130 3 21,43
