INFORMAÇÕES DE SAÚDE
DATASUS  Tecnologia da Informação a Serviço do SUS
AJUDA
NOTAS TÉCNICAS
DATASUS
PROCEDIMENTOS HOSPITALARES DO SUS - POR GESTOR - MATO GROSSO
AIH aprovadas, Valor total, Dias permanência, Óbitos, Taxa mortalidade segundo Procedimento
Estabelecimento: 2311682 HOSPITAL SANTA HELENA
Período: Ago/2014
Procedimento AIH aprovadas Valor total Dias permanência Óbitos Taxa mortalidade
Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)

Notas:
Situação da base de dados nacional em 29/04/2016.
Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
Consulte o site da Secretaria Estadual de Saúde para mais informações.
  TOTAL 1.061 987.786,46 3.397 15 1,41
0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS 6 3.044,07 62 - -
0303010126 TRATAMENTO DE INFECCOES DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL (A50 A A64) 3 896,31 15 - -
0303030020 TRATAMENTO DE DESNUTRICAO 1 454,78 1 1 100,00
0303030038 TRATAMENTO DE DIABETES MELLITUS 3 1.401,47 13 - -
0303030046 TRATAMENTO DE DISTURBIOS METABOLICOS 1 219,17 6 - -
0303040149 TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO) 5 3.008,27 29 - -
0303060107 TRATAMENTO DE CRISE HIPERTENSIVA 1 189,67 4 - -
0303060212 TRATAMENTO DE INSUFICIENCIA CARDIACA 27 35.488,80 213 2 7,41
0303060280 TRATAMENTO DE SINDROME CORONARIANA AGUDA 2 10.941,40 28 - -
